"state_abbreviation","state","district","state_district","district_id","i","candidate_name","party","primary_votes","primary_percent","general_votes","general_percent","TotalPop","discuss","discussOppose","reducetax","reducetaxOppose","CO2limits","CO2limitsOppose","localofficials","localofficialsOppose","governor","governorOppose","congress","congressOppose","president","presidentOppose","corporations","corporationsOppose","citizens","citizensOppose","regulate","regulateOppose","supportRPS","supportRPSOppose","drilloffshore","drilloffshoreOppose","drillANWR","drillANWROppose","fundrenewables","fundrenewablesOppose","rebates","rebatesOppose","mediaweekly","mediaweeklyOppose","gwvoteimp","gwvoteimpOppose","teachGW","teachGWOppose","priority","priorityOppose","happening","happeningOppose","human","humanOppose","consensus","consensusOppose","worried","worriedOppose","personal","personalOppose","harmUS","harmUSOppose","devharm","devharmOppose","futuregen","futuregenOppose","harmplants","harmplantsOppose","timing","timingOppose","affectweather","affectweatherOppose","lcv_score"
"CA","California","23","California_23","CA 23","(I)","McCarthy, Kevin","R","81633",0.687887623028179,"131113",0.637169904847065,537225,33.668,66.208,62.324,36.929,61.008,38.299,49.718,17.905,45.209,22.205,53.513,22.426,55.888,13.622,64.22,12.774,58.603,13.036,69.184,29.576,59.819,37.986,48.675,49.266,33.247,64.814,82.754,16.067,79.61,18.629,24.326,74.81,53.578,33.904,72.768,26.712,48.149,25.003,68.358,16.2,53.346,35.273,49.982,26.77,58.131,41.844,40.571,47.857,57.633,31.779,62.803,25.039,66.021,23.824,65.781,25.37,51.054,48.946,58.593,6.609,3
"CA","California","24","California_24","CA 24","(I)","Carbajal, Salud","D","94558",0.535891187305186,"166550",0.58555502037401,583031,42.081,57.603,70.035,29.278,71.415,27.97,55.451,15.198,52.025,17.736,63.774,17.573,64.993,9.995,72.659,9.271,67.333,10.339,75.808,23.132,68.192,29.983,38.515,61.555,26.098,72.89,86.109,13.064,81.899,17.394,32.256,67.067,62.21,27.757,81.083,18.913,57.859,19.754,77.688,9.059,63.173,25.918,62.814,21.192,67.837,31.763,46.494,46.351,65.884,26.414,70.201,19.378,76.052,15.237,76.302,15.573,60.754,39.246,68.361,5.583,97
"CA","California","25","California_25","CA 25",NA,"Hill, Katie","D","24507",0.20690615897674,"133209",0.54366138550824,529473,38.454,61.091,68.657,30.574,66.909,32.228,50.92,16.259,47.559,19.244,57.775,19.24,59.328,11.409,69.198,9.951,62.935,11.05,73.606,25.208,63.349,35.481,48.549,48.777,30.633,68.308,84.649,14.242,81.462,17.132,25.545,73.643,56.335,32.125,80.198,19.94,52.343,22.553,70.776,10.839,55.323,31.627,53.404,25.323,64.291,35.222,44.978,45.204,61.514,28.994,65.997,20.664,71.303,18.099,71.952,18.322,54.881,45.119,60.966,6.029,92
"CA","California","26","California_26","CA 26","(I)","Brownley, Julia","D","72764",0.54105260027066,"158216",0.619420106018964,552397,39.319,60.563,70.032,29.207,68.513,31.156,52.734,15.973,49.404,19.035,58.866,18.092,61.314,10.602,69.614,8.706,64.493,9.82,74.064,25.083,67.871,30.491,44.106,55.046,30.411,68.324,85.829,13.122,83.424,15.33,26.985,71.984,57.902,31.083,78.551,21.133,53.93,21.773,73.735,10.563,59.288,30.03,57.693,23.996,66.264,33.639,46.199,44.019,63.997,26.094,67.848,19.089,73.025,16.909,73.931,16.782,57.512,42.488,66.994,5.537,97
"CA","California","27","California_27","CA 27","(I)","Chu, Judy","D","86932",0.834937282698477,"160504",0.792080380583904,578096,41.68,58.219,72.35,26.633,72.015,27.851,58.896,14.211,53.472,16.579,64.745,16.112,64.962,9.546,73.332,8.867,67.774,9.761,76.348,21.936,68.729,29.283,40.711,57.893,26.504,71.393,86.879,11.766,83.994,14.347,26.603,72.454,61.344,27.747,80.42,19.134,61.021,16.541,79.045,6.985,66.561,25.271,64.886,19.511,73.019,26.959,50.852,39.793,68.424,22.825,73.876,15.248,77.556,13.03,77.304,14.189,62.787,37.213,71.464,4.714,97
"CA","California","28","California_28","CA 28","(I)","Schiff, Adam B.","D","94249",0.735034002994759,"196662",0.783720021997816,604209,47.252,52.222,71.25,27.713,76.51,23.073,60.042,13.77,55.393,16.027,67.669,15.273,68.19,9.227,75.583,8.724,69.752,9.742,78.662,20.176,69.727,29.213,37.121,61.791,23.418,76.037,88.688,9.933,85.522,13.069,32.944,66.706,65.336,25.059,82.661,17.117,64.652,16.324,80.776,8.532,68.359,23.011,70.369,17.826,73.908,25.826,53.211,39.275,70.164,22.925,75.39,16.403,79.7,13.042,79.743,13.494,65.554,34.446,72.945,4.907,97
"CA","California","29","California_29","CA 29","(I)","Cardenas, Tony","D","43579",0.667182093756698,"124697",0.8060985700618,549676,41.317,58.288,75.827,23.066,74.921,24.686,59.832,13.538,56.391,15.823,65.546,13.472,68.062,8.306,71.175,9.991,67.265,9.423,77.501,20.182,69.191,28.139,36.741,59.002,25.67,72.508,85.992,12.243,81.808,16.608,25.699,73.197,64.671,24.448,83.221,15.982,63.785,15.731,77.014,8.544,64.086,24.555,61.168,17.458,72.675,26.894,55.323,35.189,69.796,20.251,73.908,14.274,77.567,12.562,78.974,11.928,63.593,36.407,70.59,4.271,100
"CA","California","30","California_30","CA 30","(I)","Sherman, Brad","D","80038",0.62296562084076,"191573",0.734015854831356,614207,43.35,56.284,71.462,27.584,73.323,26.621,58.722,14.423,54.184,16.793,65.653,15.845,66.121,9.677,74.732,9.308,69.115,9.688,77.129,21.776,70.237,28.562,40.629,58.492,26.697,71.923,87.611,11.321,84.53,14.388,29.981,69.539,63.109,26.604,82.931,16.633,60.7,18.694,76.818,8.844,64.748,25.668,65.142,19.836,72.215,27.756,49.694,40.778,67.819,23.118,72.172,16.638,78.13,12.79,78.328,13.267,63.507,36.493,73.214,4.932,93
"CA","California","31","California_31","CA 31","(I)","Aguilar, Pete","D","41337",0.45895833102024,"110143",0.587444998533294,547452,37.637,62.196,70.598,28.372,68.367,31.215,59.566,14.512,54.858,16.515,64.178,15.978,65.385,9.201,72.552,9.725,65.963,10.504,75.608,22.59,65.926,32.377,43.666,54.645,28.659,69.528,85.067,13.655,82.696,16.044,23.793,75.224,60.511,29.119,81.083,18.344,61.489,15.623,76.228,8.146,62.305,28.427,57.939,20.931,69.717,30.172,50.236,38.981,67.679,21.573,71.096,16.051,75.005,13.722,75.731,13.501,60.311,39.689,67.761,5.121,93
"CA","California","32","California_32","CA 32","(I)","Napolitano, Grace Flores","D","56674",0.999241849886278,"121759",0.687783495545978,556938,39.951,59.83,73.809,25.114,72.319,27.233,58.055,14.689,53.839,17.2,62.735,16.002,64.674,9.472,70.185,10.662,65.914,10.153,75.729,22.781,69.758,28.483,41.484,57.502,27.959,70.279,85.455,13.582,83.255,15.482,23.567,75.474,62.549,27.075,81.782,17.803,60.142,15.829,74.31,7.886,64.052,27.305,60.234,19.887,70.533,29.396,52.422,38.233,68.298,22.155,72.269,16.252,76.066,14.06,77.147,14.116,61.779,38.221,67.802,4.68,97
"CA","California","33","California_33","CA 33","(I)","Lieu, Ted W.","D","100581",0.617057564064024,"219091",0.700284472287924,580287,45.882,54.056,70.576,28.705,74.135,25.918,56.364,15.009,52.658,17.775,65.053,17.736,64.39,10.906,74.968,9.01,69.945,9.557,77.075,22.16,70.383,29.326,39.387,60.889,25.395,73.862,88.063,11.306,85.308,14.011,33.585,65.998,61.029,28.661,81.711,18.232,56.576,20.882,78.016,8.577,63.459,26.613,66.235,20.806,69.872,30.14,47.935,46.379,68.439,25.323,73.041,18.143,77.963,14.293,78.247,15.001,61.588,38.412,71.421,5.228,93
"CA","California","34","California_34","CA 34","(I)","Gomez, Jimmy","D","54661",0.787032770834533,"110195",0.725415717614841,578548,47.897,51.909,78.276,20.643,80.457,19.399,63.048,10.954,59.817,11.944,69.785,10.736,72.272,6.629,74.074,8.101,71.835,7.951,80.534,17.801,73.867,24.237,31.847,66.277,21.308,76.733,87.924,10.581,84.016,14.574,31.082,68.018,71.045,19.136,86.265,13.361,70.042,10.469,80.737,6.057,73.51,18.518,69.099,12.641,80.905,19.08,61.941,29.269,76.544,14.588,79.621,10.927,82.526,8.868,83.461,8.317,72.214,27.786,76.389,3.298,97
"CA","California","35","California_35","CA 35","(I)","Torres, Norma J.","D","32474",0.51169973055166,"103420",0.693982177367404,545919,39.82,59.882,73.62,25.21,70.539,28.561,61.45,13.624,57.09,15.419,67.801,13.765,68.496,8.174,74.195,9.211,69.446,9.33,76.885,20.863,69.621,27.769,43.69,53.571,27.816,70.885,85.839,12.492,83.227,14.945,23.721,75.3,61.968,26.736,84.789,15.116,63.774,13.384,79.06,6.298,66.621,25.546,59.564,18.111,74.161,25.685,55.696,33.705,71.156,18.778,73.825,14.023,78.267,11.207,79.3,10.419,66.391,33.609,70.377,4.613,97
"CA","California","36","California_36","CA 36","(I)","Ruiz, Raul","D","65554",0.550314386212339,"122169",0.590165597464832,574624,38.749,61.035,66.79,32.07,69.113,30.643,58.202,14.597,53.231,16.04,63.454,16.144,66.454,9.775,70.827,8.962,65.001,11.151,75.529,22.846,67.784,30.518,43.548,55.384,29.982,68.844,85.742,12.921,82.786,15.822,27.92,71.398,59.643,28.896,79.98,19.907,57.984,18.293,76.546,9.442,60.604,29.155,62.735,20.288,69.721,30.23,48.134,42.196,65.654,25.801,71.075,18.802,76.085,14.733,76.31,14.883,61.758,38.242,68.194,6.112,97
"CA","California","37","California_37","CA 37","(I)","Bass, Karen","D","99118",0.891846173226079,"210555",0.890755484858997,586464,44.572,55.314,76.343,22.49,78.575,20.812,64.541,11.793,60.655,13.022,69.373,12.531,70.642,7.16,75.595,9.157,72.088,8.608,80.112,18.159,72.596,26.11,36.702,62.076,22.561,76.147,88,10.523,84.791,13.861,27.817,71.37,67.954,22.506,85.874,13.817,68.697,12.548,82.72,5.175,67.978,22.924,70.244,15.227,77.08,22.889,57.061,33.049,73.366,16.928,77.187,12.173,81.616,9.298,82.409,8.691,71.55,28.45,76.857,3.85,93
"CA","California","38","California_38","CA 38","(I)","Sánchez, Linda T.","D","54691",0.626651389286737,"139188",0.688517778349394,552168,39.093,60.659,72.924,25.914,72.101,27.332,57.318,15.021,52.85,17.772,61.744,15.416,63.378,9.114,69.658,9.989,65.374,10.085,76.338,21.814,70.87,27.016,47.501,51.363,29.885,68.973,86.113,12.51,83.717,14.892,23.127,75.879,59.66,29.139,83.182,16.642,59.907,15.792,74.385,7.88,63.514,27.486,58.627,20.98,70.227,29.655,54.204,35.853,69.378,20.564,71.833,15.761,76.542,13.195,76.498,14.334,60.314,39.686,68.308,4.933,97
"CA","California","39","California_39","CA 39",NA,"Cisneros, Gil","D","27469",0.194202693626498,"126002",0.515571231581919,568503,38.954,60.9,69.549,29.675,68.796,30.727,52.894,16.847,49.156,20.851,59.323,20.246,59.34,11.503,70.466,10.85,64.818,11.082,73.655,25.259,63.422,36.161,48.461,50.856,28.933,70.086,85.066,14.282,82.571,16.467,24.773,74.355,56.307,32.735,79.884,20.133,51.322,22.861,74.184,10.671,59.465,30.72,54.319,27.356,64.503,35.023,45.417,45.829,62.566,28.17,67.515,21.411,73.057,17.828,73.522,17.88,55.553,44.447,66.52,5.739,97
"CA","California","40","California_40","CA 40","(I)","Roybal-Allard, Lucille","D","35636",0.80302859589427,"93938",0.773476932704263,507176,40.047,59.824,78.337,20.619,76.457,22.914,61.244,12.393,57.577,13.904,67.59,11.017,70.133,6.301,73.353,7.716,71.895,7.542,77.54,20.817,71.432,27.125,39.982,58.604,25.303,73.072,85.625,13.096,82.479,16.661,22.732,75.87,66.369,23.164,86.068,13.614,67.88,11.248,78.026,4.725,68.328,24.007,58.101,16.39,76.49,23.354,59.529,28.202,74.058,14.187,74.766,10.586,78.808,9.197,79.741,9.483,66.684,33.316,70.947,3.704,97
"CA","California","41","California_41","CA 41","(I)","Takano, Mark","D","45585",0.584835460901918,"108227",0.65099730523074,550863,38.243,61.55,72.265,26.69,70.675,28.841,57.699,14.424,52.729,15.756,62.637,15.084,65.435,8.805,71.342,9.628,66.88,9.958,75.511,22.852,68.356,30.405,40.659,59.064,26.714,72.173,85.184,13.745,80.907,18.576,23.9,75.153,61.613,27.531,82.962,16.975,62.095,15.321,76.47,7.178,63.656,28.15,58.075,19.578,71.892,27.286,52.329,35.001,67.981,20.531,71.152,14.059,75.679,11.763,75.88,12.717,62.861,37.139,66.634,4.978,97
"CA","California","42","California_42","CA 42","(I)","Calvert, Ken","R","70289",0.607757688948838,"131040",0.564993187658452,579078,38.219,61.537,66.572,32.662,63.734,36.112,50.557,16.955,46.961,21.593,55.55,20.632,57.985,12.007,67.606,11.279,61.11,12.116,71.931,26.932,64.181,33.688,48,50.2,31.238,67.645,84.497,14.488,80.89,17.945,26.548,72.47,56.047,32.622,75.95,23.793,51.168,23.938,70.3,12.688,55.942,32.368,53.546,25.337,62.839,37.122,43.21,47.899,61.858,28.738,65.608,22.916,71.515,18.408,70.586,20.511,53.657,46.343,61.913,6.315,14
"CA","California","43","California_43","CA 43","(I)","Waters, Maxine","D","63908",0.723489522601972,"152272",0.77669189806786,553382,40.699,59.087,76.226,22.63,75.354,24.183,60.883,12.725,57.555,14.093,66.173,12.451,67.543,7.13,74.508,8.738,70.286,8.455,78.2,20.058,70.273,28.41,40.312,58.437,26.27,72.028,86.795,11.758,84.388,14.077,22.679,76.086,64.183,25.355,84.314,15.265,63.999,13.209,79.469,6.194,65.59,25.416,61.206,16.958,72.549,27.369,54.62,34.161,70.847,18.376,74.827,12.497,78.405,10.512,79.206,10.709,65.633,34.367,71.418,4.043,97
"CA","California","44","California_44","CA 44","(I)","Barragán, Nanette Diaz","D","39453",0.655104277364506,"97944",0.683384267593252,522455,39.006,60.807,77.652,21.22,76.271,23.043,61.826,12.55,57.223,14.075,67.884,11.64,69.929,6.512,74.382,7.534,70.635,7.652,77.527,20.569,71.934,26.567,42.29,56.503,27.28,71.037,86.18,12.293,83.19,15.849,21.059,77.533,64.418,24.775,85.858,13.842,65.653,11.106,78.98,5.502,68.192,23.859,58.252,17.365,74.671,25.185,56.72,31.819,72.374,16.097,75.124,11.235,78.178,9.867,79.454,9.812,68.906,31.094,71.223,3.773,100
"CA","California","45","California_45","CA 45",NA,"Porter, Katie","D","34078",0.202897170109016,"158906",0.520510074060972,603672,39.249,60.794,67.431,31.918,66.025,33.927,51.457,16.817,46.892,20.739,58.464,19.583,59.204,11.364,70.366,9.285,64.847,10.494,73.959,25.412,67.372,32.006,45.409,54.984,30.363,68.874,86.1,13.237,83.238,16.123,28.472,70.754,56.698,33.022,80.303,19.949,50.064,22.715,73.729,10.87,57.989,32.613,60.407,25.967,64.201,35.758,45.739,45.704,63.048,29.084,67.643,21.05,73.319,17.252,73.561,17.882,54.873,45.127,66.371,6.231,90
"CA","California","46","California_46","CA 46","(I)","Correa, Lou","D","43700",0.622436189608022,"102278",0.691460017847968,543232,40.055,59.722,73.755,25.236,73.659,25.759,58.414,14.332,54.242,16.976,64.836,14.736,66.753,8.504,72.788,9.054,69.047,9.274,76.184,22.316,69.498,29.066,41.371,57.959,27.512,71.299,85.833,12.934,83.327,15.468,24.216,74.708,61.835,26.63,83.226,16.622,60.617,15.187,77.4,6.763,65.153,26.489,57.016,20.046,72.181,27.715,55.481,34.325,70.767,19.512,73.577,14.175,77.765,11.843,78.885,11.58,62.576,37.424,69.429,4.588,93
"CA","California","47","California_47","CA 47","(I)","Lowenthal, Alan","D","70539",0.606275999587445,"143354",0.648554986518033,558362,41.509,58.36,70.495,28.326,71.31,28.688,58.076,14.376,53.737,16.553,63.148,16.615,64.875,10.402,69.301,12.088,65.062,11.131,75.29,24.077,65.543,34.458,39.031,60.581,26.897,72.289,86.093,13.104,82.028,17.457,27.439,71.966,61.786,26.957,80.648,18.921,61.008,19.151,75.449,8.828,63.517,25.874,62.11,19.072,69.206,30.853,51.096,39.663,67.603,23.571,73.064,16.913,77.218,13.31,77.683,12.996,61.515,38.485,68.936,5.253,100
"CA","California","48","California_48","CA 48",NA,"Rouda, Harley","D","30099",0.172958902220383,"157837",0.535519922914065,583927,40.88,58.935,66.674,32.671,69.085,30.6,53.584,17.295,48.983,20.742,60.972,20.094,61.153,11.571,71.456,10.542,66.302,11.186,73.845,25.421,66.88,32.258,48.351,51.522,30.655,68.395,85.813,13.585,82.273,17.179,28.757,70.632,57.36,32.329,79.006,21.097,53.733,22.667,74.401,10.209,60.274,30.154,60.588,24.601,67.533,32.411,44.877,47.407,63.362,29.287,67.657,22.671,74.446,17.212,74.738,17.434,57.058,42.942,65.954,6.49,86
"CA","California","49","California_49","CA 49",NA,"Levin, Mike","D","31850",0.174913504311055,"166453",0.564190082364505,567510,39.886,59.899,68.078,31.385,65.779,34.316,49.558,16.285,46.875,19.69,57.543,19.9,58.169,11.678,71.939,9.351,64.55,10.133,74.08,25.322,65.822,33.892,48.335,51.662,30.519,68.06,85.395,14.122,82.153,17.204,31.404,67.705,58.037,31.558,79.507,20.639,51.039,22.871,71.705,12.216,56.499,31.964,57.527,25.46,64.059,35.923,42.85,49.544,61.362,29.876,65.845,22.838,72.048,18.995,72.34,19.57,55.529,44.471,64.229,6.267,97
"CA","California","50","California_50","CA 50","(I)","Hunter, Duncan","R","69563",0.474324444111089,"134362",0.517154843924406,567445,37.287,62.51,64.755,34.57,61.498,38.45,48.884,18.206,45.221,23.446,54.222,23.285,57.884,13.817,66.871,12.012,60.677,13.043,70.415,29.231,61.483,38.093,48.542,51.15,33.074,65.802,83.889,15.611,79.15,20.653,27.265,72.08,54.736,34.179,75.27,24.589,48.439,26.824,70.151,14.163,52.656,34.541,52.425,27.601,60.142,39.787,40.918,51.057,58.225,33.847,64.554,24.077,69.723,22.891,69.867,22.78,53.417,46.583,60.665,7.196,7
"CA","California","51","California_51","CA 51","(I)","Vargas, Juan","D","50132",0.640108276513701,"109527",0.712009517123021,541517,40.194,59.525,74.203,24.733,74.577,24.91,60.998,13.002,56.198,14.745,67.445,12.956,67.468,7.624,73.729,8.077,69.192,8.603,77.106,20.966,69.832,28.322,42.192,55.959,26.457,72.182,85.818,12.695,83.103,15.531,23.811,74.77,63.322,25.712,82.859,16.806,62.506,12.97,77.535,6.958,66.531,25.499,62.142,17.594,73.54,26.353,54.48,32.864,71.679,17.459,73.667,12.981,77.314,11.26,78.576,11.199,64.739,35.261,69.528,4.123,96
"CA","California","52","California_52","CA 52","(I)","Peters, Scott","D","98744",0.590411728830585,"188992",0.638471387500971,616194,43.235,56.71,69.051,30.298,71.536,28.414,52.998,15.543,48.489,17.534,61.352,17.624,62.171,9.983,72.368,8.736,66.896,9.848,76.179,22.818,68.554,31.087,40.248,59.773,27.195,71.484,87.672,11.551,84.711,14.257,32.111,67.203,60.429,29.908,81.09,19.009,54.795,19.114,75.603,9.801,63.089,27.74,64.663,22.629,68.196,31.802,43.603,48.785,64.22,26.915,70.717,18.862,75.521,15.257,75.393,16.781,59.281,40.719,67.195,5.572,97
"CA","California","53","California_53","CA 53","(I)","Davis, Susan A.","D","93051",0.640560355212887,"185667",0.690740864751445,610618,42.985,56.797,69.945,28.889,72.424,27.541,57.556,14.428,54.203,16.771,64.118,16.812,65.95,9.942,73.87,9.193,66.919,10.326,76.42,22.302,68.808,29.579,42.277,56.026,26.526,71.984,87.223,11.549,84.582,13.5,29.58,69.819,63.851,26.361,81.696,18.04,62.807,17.072,78.556,8.241,63.038,27.381,62.074,21.34,70.495,29.522,51.323,40.122,69.343,22.766,74.743,15.995,78.59,12.826,79.407,12.14,62.231,37.769,70.143,5.591,93
"CO","Colorado","01","Colorado_01","CO 01","(I)","DeGette, Diana","D","91102",0.682411985018727,"272886",0.738098264879705,652561,46.336,53.498,70.847,27.628,76.995,22.973,60.668,12.314,59.132,11.567,70.289,13.733,67.708,8.072,77.408,6.641,71.543,7.834,78.512,20.683,71.415,27.933,37.314,62.277,24.98,75.165,89.341,9.763,85.613,13.915,34.438,64.861,64.69,26.496,83.284,16.713,63.59,16.576,79.964,7.798,66.221,23.969,67.296,19.051,74.019,26.113,50.708,41.482,69.626,21.345,72.075,16.404,77.243,12.116,78.241,12.135,65.218,34.782,74.726,4.453,97
"CO","Colorado","02","Colorado_02","CO 02",NA,"Neguse, Joe","D","76829",0.657371676948483,"259608",0.602667347625736,641202,43.566,56.379,66.065,32.839,74.271,25.575,52.482,14.448,50.455,14.152,60.491,17.521,59.168,10.123,71.987,7.893,65.875,8.694,76.675,22.824,69.591,29.663,41.63,59.122,26.831,73.485,88.347,11.096,84.618,14.446,34.927,64.481,57.907,32.446,79.753,20.565,51.723,23.414,74.949,9.963,58.495,29.68,62.595,25.639,66.016,34.149,43.22,48.179,62.588,28.527,66.909,21.605,71.211,17.507,72.132,18.822,56.407,43.593,68.678,5.436,97
"CO","Colorado","03","Colorado_03","CO 03","(I)","Tipton, Scott R.","R","66854",1,"173205",0.515182881669002,577918,37.284,62.448,59.585,39.422,63.339,36.118,48.008,16.87,46.128,19.407,55.595,22.664,54.322,13.849,67.944,9.65,62.197,10.517,71.871,27.538,62.556,37.209,49.037,49.919,32.735,66.98,84.31,15.356,80.319,19.794,27.506,71.334,51.169,37.425,70.747,29.474,45.427,30.16,65.546,14.656,54.527,33.192,48.681,30.432,59.249,40.864,41.009,50.652,59.078,31.372,62.623,23.103,65.879,19.95,67.706,21.01,53.004,46.996,60.049,5.986,7
"CO","Colorado","04","Colorado_04","CO 04","(I)","Buck, Ken","R","85290",1,"224038",0.606130620637411,594722,35.469,64.47,59.607,39.44,64.017,35.587,43.883,18.195,41.529,20.686,50.103,23.811,50.398,14.258,65.767,11.312,58.332,11.726,69.349,31.06,56.773,43.868,53.277,47.062,34.852,65.083,83.652,16.526,79.273,21.189,28.303,71.062,50.929,38.939,73.609,26.982,42.766,31.504,63.112,14.657,50.404,35.826,49.76,32.399,57.125,42.974,37.3,52.32,55.634,33.799,58.385,26.736,64.837,23.201,65.722,23.719,50.069,49.931,58.743,6.741,0
"CO","Colorado","05","Colorado_05","CO 05","(I)","Lamborn, Doug","R","54974",0.521555159196994,"184002",0.570166957944446,601454,37.419,62.409,59.933,39.06,63.463,36.232,47.118,17.7,45.681,18.165,53.595,23.462,53.436,14.644,68.272,10.326,61.14,12.067,70.46,29.715,60.921,38.066,48.036,52.149,31.9,68.628,84.529,15.273,80.61,19.083,29.653,69.727,52.199,37.917,74.275,26.291,45.495,30.9,68.643,15.046,51.431,36.338,52.535,30.951,57.347,42.768,38.055,54.256,58.589,33.125,60.276,27.812,66.226,23.318,66.885,24.426,51.677,48.323,60.372,7.281,7
"CO","Colorado","06","Colorado_06","CO 06",NA,"Crow, Jason","D","49851",0.659334991006243,"187639",0.541023925817855,599809,40.635,59.176,66.118,32.561,69.397,29.447,52.449,15.958,50.813,17.719,58.801,20.424,56.414,12.24,68.852,10.453,63.732,10.765,73.603,26.221,63.717,36.309,45.791,53.505,30.294,69.992,86.373,13.085,82.041,17.838,29.531,69.792,56.826,33.579,78.106,21.98,50.626,25.963,71.966,12.363,58.175,30.856,57.073,26.809,62.93,37.188,44.842,46.518,60.023,30.922,64.197,23.942,70.549,18.687,71.192,19.654,55.854,44.146,65.931,5.939,97
"CO","Colorado","07","Colorado_07","CO 07","(I)","Perlmutter, Ed","D","81991",1,"204260",0.604199759219326,603654,36.37,63.737,65.256,33.388,70.347,29.308,53.324,15.949,50.255,16.704,59.787,18.981,58.253,11.049,70.404,9.325,65.164,10.586,74.02,25.731,65.63,34.194,47.039,53.209,30.502,69.83,86.394,12.936,82.805,16.733,28.832,70.203,55.04,34.329,76.87,23.173,50.08,24.183,71.951,12.529,57.127,32.957,56.494,26.514,66.017,34.079,42.485,49.497,62.088,29.163,64.976,23.014,71.304,17.845,73.221,17.034,56.742,43.258,64.616,6.039,97
"CT","Connecticut","01","Connecticut_01","CT 01","(I)","Larson, John B.","D","*",1,"166155",0.638677318158605,563066,37.209,62.511,71.729,27.82,71.099,27.379,52.971,13.883,53.666,13.619,61.212,14.592,61.657,8.923,71.681,9.769,64.061,9.622,76.607,22.958,68.079,30.644,54.832,43.433,32.741,67.166,87.748,11.71,84.065,15.431,24.957,74.853,56.156,33.041,81.279,18.575,55.282,17.743,73.212,10.095,58.088,30.829,59.091,22.384,67.667,31.866,45.204,45.993,62.631,28.831,68.487,21.047,75.888,14.882,75.856,16.107,56.78,43.219,67.732,5.337,96
